participant_id;list;block;item;agent;words;clue;count;assoc;guesses;board_dist;rt;quality;difficulty;freetext
1;1;1;1;other-simple_swow;['death', 'box', 'vacuum', 'spider', 'war', 'needle', 'pyramid', 'torch', 'moon', 'ground', 'unicorn', 'thief', 'round', 'egypt', 'school', 'lap'];stick;2;[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1];['needle', 'box'];"[0.02180481 0.06512451 0.03573608 0.04418945 0.0223999  0.11218262
 0.02458191 0.03231812 0.01982117 0.05999756 0.00881195 0.00926971
 0.02012634 0.0146637  0.01803589 0.04702759]";49405;4;5;
1;1;1;2;RSA-swow_variant;['forest', 'table', 'ball', 'train', 'water', 'straw', 'fall', 'bear', 'amazon', 'pole', 'shop', 'berlin', 'mount', 'brush', 'nut', 'washington'];climb;3;[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1];['nut'];[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.];29681;3;4;
1;1;1;2;other-simple_swow;['forest', 'table', 'ball', 'train', 'water', 'straw', 'fall', 'bear', 'amazon', 'pole', 'shop', 'berlin', 'mount', 'brush', 'nut', 'washington'];climb;3;[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1];['mount', 'fall', 'pole'];"[0.05075073 0.0158844  0.03753662 0.04653931 0.02738953 0.00711823
 0.1673584  0.04562378 0.01561737 0.06530762 0.01409912 0.03955078
 0.3449707  0.0181427  0.02131653 0.04052734]";29681;3;4;
1;1;1;0;RSA-swow_variant;['mass', 'sock', 'kangaroo', 'eye', 'africa', 'carrot', 'kiwi', 'cloak', 'note', 'shadow', 'chest', 'bermuda', 'fork', 'club', 'van', 'drop'];pouch;2;[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1];['africa'];[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.];29206;3;4;
1;1;1;0;other-simple_swow;['mass', 'sock', 'kangaroo', 'eye', 'africa', 'carrot', 'kiwi', 'cloak', 'note', 'shadow', 'chest', 'bermuda', 'fork', 'club', 'van', 'drop'];pouch;2;[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1];['kangaroo', 'chest'];"[0.01676941 0.07653809 0.38330078 0.02442932 0.02072144 0.02745056
 0.05563354 0.04098511 0.02978516 0.02098083 0.08514404 0.01608276
 0.0219574  0.01018524 0.05792236 0.03616333]";29206;3;4;
2;1;1;3;RSA-swow_variant;['film', 'glass', 'change', 'triangle', 'ivory', 'pie', 'state', 'web', 'fan', 'wave', 'shakespeare', 'chair', 'hole', 'turkey', 'horn', 'lab'];spider;1;[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0];['web'];"[4.47609614e-02 6.41623933e-01 4.32438532e-02 5.06375616e-01
 8.66933310e-01 1.88071266e-04 5.23891320e-01 1.00000000e+00
 2.42712238e-01 3.60344547e-01 2.75474253e-01 7.86890179e-02
 2.34161265e-01 9.29322818e-02 5.50973582e-01 5.37695751e-01]";23033;1;3;
2;1;1;3;other-simple_swow;['film', 'glass', 'change', 'triangle', 'ivory', 'pie', 'state', 'web', 'fan', 'wave', 'shakespeare', 'chair', 'hole', 'turkey', 'horn', 'lab'];spider;1;[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0];['web'];"[0.01792908 0.0246582  0.01032257 0.01907349 0.03567505 0.02857971
 0.00193024 0.2944336  0.01485443 0.04904175 0.00913239 0.02967834
 0.03152466 0.0328064  0.01605225 0.02441406]";23033;1;3;
2;1;1;2;RSA-swow_variant;['forest', 'table', 'ball', 'train', 'water', 'straw', 'fall', 'bear', 'amazon', 'pole', 'shop', 'berlin', 'mount', 'brush', 'nut', 'washington'];food;1;[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1];['ball'];[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.];60555;2;5;
2;1;1;2;other-simple_swow;['forest', 'table', 'ball', 'train', 'water', 'straw', 'fall', 'bear', 'amazon', 'pole', 'shop', 'berlin', 'mount', 'brush', 'nut', 'washington'];food;1;[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1];['table'];"[0.03155518 0.16003418 0.00762558 0.02853394 0.04986572 0.08459473
 0.0092926  0.03433228 0.06567383 0.00393677 0.1015625  0.05685425
 0.00351143 0.01009369 0.13977051 0.0109024 ]";60555;2;5;
2;1;1;1;RSA-swow_variant;['death', 'box', 'vacuum', 'spider', 'war', 'needle', 'pyramid', 'torch', 'moon', 'ground', 'unicorn', 'thief', 'round', 'egypt', 'school', 'lap'];country;1;[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1];['death'];[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.];35946;2;4;
2;1;1;1;other-simple_swow;['death', 'box', 'vacuum', 'spider', 'war', 'needle', 'pyramid', 'torch', 'moon', 'ground', 'unicorn', 'thief', 'round', 'egypt', 'school', 'lap'];country;1;[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1];['ground'];"[0.01823425 0.01196289 0.01350403 0.00556564 0.0229187  0.01334381
 0.02420044 0.0168457  0.01152039 0.07159424 0.01669312 0.00930786
 0.02331543 0.06781006 0.01290131 0.01436615]";35946;2;4;
2;1;1;4;RSA-swow_variant;['rock', 'cover', 'post', 'crown', 'missile', 'saturn', 'apple', 'centaur', 'stream', 'plastic', 'wind', 'plane', 'nail', 'space', 'hotel', 'figure'];celestial;1;[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0];['plane'];"[0.00000000e+00 1.70981648e-01 8.89810427e-01 4.41426339e-01
 5.84627407e-01 9.01343652e-01 2.90914591e-02 4.46253907e-01
 3.42845619e-03 2.52092367e-05 3.51240294e-01 9.87886962e-01
 7.58949279e-01 1.91060805e-01 0.00000000e+00 2.43874155e-01]";28281;2;4;
2;1;1;4;other-simple_swow;['rock', 'cover', 'post', 'crown', 'missile', 'saturn', 'apple', 'centaur', 'stream', 'plastic', 'wind', 'plane', 'nail', 'space', 'hotel', 'figure'];celestial;1;[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0];['saturn'];"[0.04031372 0.01982117 0.00317955 0.0958252  0.04980469 0.38354492
 0.01117706 0.11120605 0.02128601 0.01713562 0.04437256 0.05447388
 0.00946808 0.28271484 0.01509094 0.01856995]";28281;2;4;
2;1;1;0;RSA-swow_variant;['mass', 'sock', 'kangaroo', 'eye', 'africa', 'carrot', 'kiwi', 'cloak', 'note', 'shadow', 'chest', 'bermuda', 'fork', 'club', 'van', 'drop'];clothing;2;[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1];['sock', 'cloak'];"[1.08295430e-04 1.00000000e+00 0.00000000e+00 7.95971410e-01
 1.95919970e-01 3.93653888e-02 1.99398960e-01 1.00000000e+00
 0.00000000e+00 7.36422460e-01 6.24878168e-01 0.00000000e+00
 4.76757093e-01 1.14427659e-01 8.15505198e-01 1.24539744e-03]";13128;2;3;
2;1;1;0;other-simple_swow;['mass', 'sock', 'kangaroo', 'eye', 'africa', 'carrot', 'kiwi', 'cloak', 'note', 'shadow', 'chest', 'bermuda', 'fork', 'club', 'van', 'drop'];clothing;2;[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1];['sock', 'cloak'];"[0.00845337 0.26733398 0.04089355 0.01689148 0.01007843 0.00905609
 0.02706909 0.23742676 0.00623322 0.01467133 0.10003662 0.01782227
 0.01213837 0.00448227 0.01438141 0.04266357]";13128;2;3;
3;1;1;0;RSA-swow_variant;['mass', 'sock', 'kangaroo', 'eye', 'africa', 'carrot', 'kiwi', 'cloak', 'note', 'shadow', 'chest', 'bermuda', 'fork', 'club', 'van', 'drop'];clothing;2;[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1];['sock', 'cloak'];"[1.12119379e-01 1.00000000e+00 8.19356221e-01 7.56200847e-04
 8.29426296e-02 0.00000000e+00 1.41283525e-02 1.00000000e+00
 1.00000000e+00 1.62331115e-02 9.97605364e-01 5.04133898e-05
 2.39463602e-04 6.32940109e-02 0.00000000e+00 8.93274854e-01]";43849;5;2;
3;1;1;0;other-simple_swow;['mass', 'sock', 'kangaroo', 'eye', 'africa', 'carrot', 'kiwi', 'cloak', 'note', 'shadow', 'chest', 'bermuda', 'fork', 'club', 'van', 'drop'];clothing;2;[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1];['sock', 'cloak'];"[0.00845337 0.26733398 0.04089355 0.01689148 0.01007843 0.00905609
 0.02706909 0.23742676 0.00623322 0.01467133 0.10003662 0.01782227
 0.01213837 0.00448227 0.01438141 0.04266357]";43849;5;2;
3;1;1;3;RSA-swow_variant;['film', 'glass', 'change', 'triangle', 'ivory', 'pie', 'state', 'web', 'fan', 'wave', 'shakespeare', 'chair', 'hole', 'turkey', 'horn', 'lab'];stick;2;[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0];['turkey'];[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.];100235;4;5;
3;1;1;3;other-simple_swow;['film', 'glass', 'change', 'triangle', 'ivory', 'pie', 'state', 'web', 'fan', 'wave', 'shakespeare', 'chair', 'hole', 'turkey', 'horn', 'lab'];stick;2;[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0];['ivory', 'hole'];"[0.03271484 0.04776001 0.04049683 0.03204346 0.05578613 0.04299927
 0.00598526 0.0280304  0.02307129 0.01933289 0.00763702 0.04251099
 0.0524292  0.02250671 0.03521729 0.02650452]";100235;4;5;
3;1;1;1;RSA-swow_variant;['death', 'box', 'vacuum', 'spider', 'war', 'needle', 'pyramid', 'torch', 'moon', 'ground', 'unicorn', 'thief', 'round', 'egypt', 'school', 'lap'];light;2;[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1];['torch', 'moon'];"[3.40569382e-04 5.28513225e-03 5.02693021e-01 3.02841862e-01
 1.47453929e-01 6.31062450e-02 5.79661701e-01 1.00000000e+00
 1.00000000e+00 3.66301290e-02 5.40344858e-01 8.91825073e-01
 9.40097630e-02 1.81132456e-02 7.77507284e-02 7.39943743e-01]";49445;5;3;
3;1;1;1;other-simple_swow;['death', 'box', 'vacuum', 'spider', 'war', 'needle', 'pyramid', 'torch', 'moon', 'ground', 'unicorn', 'thief', 'round', 'egypt', 'school', 'lap'];light;2;[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1];['torch', 'moon'];"[0.02938843 0.02546692 0.05917358 0.00835419 0.01322174 0.01722717
 0.02534485 0.29589844 0.20043945 0.05075073 0.05065918 0.02156067
 0.05560303 0.01470184 0.02850342 0.03689575]";49445;5;3;
3;1;1;4;RSA-swow_variant;['rock', 'cover', 'post', 'crown', 'missile', 'saturn', 'apple', 'centaur', 'stream', 'plastic', 'wind', 'plane', 'nail', 'space', 'hotel', 'figure'];army;2;[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0];['space'];[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.];33624;4;5;
3;1;1;4;other-simple_swow;['rock', 'cover', 'post', 'crown', 'missile', 'saturn', 'apple', 'centaur', 'stream', 'plastic', 'wind', 'plane', 'nail', 'space', 'hotel', 'figure'];army;2;[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0];['missile', 'plane'];"[0.01574707 0.04330444 0.03335571 0.02815247 0.2434082  0.01873779
 0.00759888 0.01644897 0.00978851 0.02584839 0.02789307 0.06292725
 0.01531982 0.0456543  0.03179932 0.01216888]";33624;4;5;
3;1;1;2;RSA-swow_variant;['forest', 'table', 'ball', 'train', 'water', 'straw', 'fall', 'bear', 'amazon', 'pole', 'shop', 'berlin', 'mount', 'brush', 'nut', 'washington'];store;2;[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1];['amazon', 'shop'];"[1.24031008e-01 4.79145396e-01 1.76466881e-04 3.89865759e-02
 2.57137455e-03 4.61284427e-01 5.99483204e-02 6.08684691e-01
 1.00000000e+00 8.94422386e-01 1.00000000e+00 3.84886872e-01
 7.79139094e-01 2.61297032e-02 0.00000000e+00 1.40593685e-01]";22781;6;3;
3;1;1;2;other-simple_swow;['forest', 'table', 'ball', 'train', 'water', 'straw', 'fall', 'bear', 'amazon', 'pole', 'shop', 'berlin', 'mount', 'brush', 'nut', 'washington'];store;2;[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1];['shop', 'amazon'];"[0.01358795 0.06713867 0.01425934 0.03555298 0.02526855 0.02604675
 0.0118866  0.04812622 0.24902344 0.02307129 0.4338379  0.01811218
 0.02885437 0.01585388 0.05300903 0.03253174]";22781;6;3;
4;1;1;1;RSA-swow_variant;['death', 'box', 'vacuum', 'spider', 'war', 'needle', 'pyramid', 'torch', 'moon', 'ground', 'unicorn', 'thief', 'round', 'egypt', 'school', 'lap'];light;2;[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1];['torch', 'moon'];"[0.23209502 0.63650493 0.35601466 0.39109174 0.33340915 0.96129644
 0.60863028 1.         1.         0.04140763 0.00662118 0.15122568
 0.07397018 0.02896133 0.15087187 0.02789992]";32292;2;3;Some of the red words were very different and i would have struggled to link them, i chose words that could be eaily linked as they both produced light
4;1;1;1;other-simple_swow;['death', 'box', 'vacuum', 'spider', 'war', 'needle', 'pyramid', 'torch', 'moon', 'ground', 'unicorn', 'thief', 'round', 'egypt', 'school', 'lap'];light;2;[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1];['torch', 'moon'];"[0.02938843 0.02546692 0.05917358 0.00835419 0.01322174 0.01722717
 0.02534485 0.29589844 0.20043945 0.05075073 0.05065918 0.02156067
 0.05560303 0.01470184 0.02850342 0.03689575]";32292;2;3;Some of the red words were very different and i would have struggled to link them, i chose words that could be eaily linked as they both produced light
4;1;1;0;RSA-swow_variant;['mass', 'sock', 'kangaroo', 'eye', 'africa', 'carrot', 'kiwi', 'cloak', 'note', 'shadow', 'chest', 'bermuda', 'fork', 'club', 'van', 'drop'];clothe;2;[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1];['sock', 'cloak'];"[9.94642766e-01 1.00000000e+00 1.67673793e-01 1.39643528e-04
 1.26948662e-05 5.76791246e-01 8.01668105e-01 1.00000000e+00
 4.05347078e-02 1.02828416e-03 1.42893414e-01 2.66325598e-01
 9.35941705e-01 0.00000000e+00 7.23480425e-02 0.00000000e+00]";40533;1;4;there were red sand grey words that could be easily assosciated which meant i couldnt use them for my link
4;1;1;0;other-simple_swow;['mass', 'sock', 'kangaroo', 'eye', 'africa', 'carrot', 'kiwi', 'cloak', 'note', 'shadow', 'chest', 'bermuda', 'fork', 'club', 'van', 'drop'];clothe;2;[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1];['cloak', 'sock'];"[0.01023865 0.15930176 0.03041077 0.01747131 0.01716614 0.00970459
 0.02072144 0.2993164  0.00844574 0.03308105 0.08154297 0.01209259
 0.03111267 0.00993347 0.00741959 0.02607727]";40533;1;4;there were red sand grey words that could be easily assosciated which meant i couldnt use them for my link
4;1;1;4;RSA-swow_variant;['rock', 'cover', 'post', 'crown', 'missile', 'saturn', 'apple', 'centaur', 'stream', 'plastic', 'wind', 'plane', 'nail', 'space', 'hotel', 'figure'];authority;2;[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0];['crown'];[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.];79851;5;5;This link is more tenous as all the links I wanted to make involved the grey words and i could not easily find a link
4;1;1;4;other-simple_swow;['rock', 'cover', 'post', 'crown', 'missile', 'saturn', 'apple', 'centaur', 'stream', 'plastic', 'wind', 'plane', 'nail', 'space', 'hotel', 'figure'];authority;2;[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0];['crown', 'figure'];"[0.00606918 0.00975037 0.02432251 0.105896   0.02548218 0.01367188
 0.00326347 0.01529694 0.00261688 0.00203896 0.00770187 0.00904846
 0.0085144  0.01056671 0.01855469 0.04464722]";79851;5;5;This link is more tenous as all the links I wanted to make involved the grey words and i could not easily find a link
4;1;1;3;RSA-swow_variant;['film', 'glass', 'change', 'triangle', 'ivory', 'pie', 'state', 'web', 'fan', 'wave', 'shakespeare', 'chair', 'hole', 'turkey', 'horn', 'lab'];creation;2;[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0];['fan'];[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.];57638;5;4;This was also a hard one and i could not find an obvious answer
4;1;1;3;other-simple_swow;['film', 'glass', 'change', 'triangle', 'ivory', 'pie', 'state', 'web', 'fan', 'wave', 'shakespeare', 'chair', 'hole', 'turkey', 'horn', 'lab'];creation;2;[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0];['shakespeare', 'change'];"[0.02571106 0.01956177 0.05117798 0.01155853 0.04119873 0.00915527
 0.03390503 0.04193115 0.02044678 0.01599121 0.08752441 0.0110321
 0.01586914 0.00981903 0.00651932 0.04736328]";57638;5;4;This was also a hard one and i could not find an obvious answer
4;1;1;2;RSA-swow_variant;['forest', 'table', 'ball', 'train', 'water', 'straw', 'fall', 'bear', 'amazon', 'pole', 'shop', 'berlin', 'mount', 'brush', 'nut', 'washington'];online;2;[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1];['amazon', 'shop'];"[0.74539499 0.86730503 0.02982235 0.28418798 0.45817059 0.04736046
 0.09967242 0.01317878 1.         0.54400907 1.         0.13177523
 0.00107093 0.16530175 0.00405695 0.60869346]";55162;4;3;Using one of the words as a main link and finding something I would assosicate with it
4;1;1;2;other-simple_swow;['forest', 'table', 'ball', 'train', 'water', 'straw', 'fall', 'bear', 'amazon', 'pole', 'shop', 'berlin', 'mount', 'brush', 'nut', 'washington'];online;2;[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1];['amazon', 'shop'];"[0.00993347 0.0255127  0.02566528 0.01515198 0.00743484 0.00581741
 0.00843048 0.00646591 0.2376709  0.00891876 0.16516113 0.01315308
 0.03155518 0.01207733 0.0057869  0.02134705]";55162;4;3;Using one of the words as a main link and finding something I would assosicate with it
5;1;1;2;RSA-swow_variant;['forest', 'table', 'ball', 'train', 'water', 'straw', 'fall', 'bear', 'amazon', 'pole', 'shop', 'berlin', 'mount', 'brush', 'nut', 'washington'];store;2;[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1];['amazon', 'shop'];"[0.07055756 0.14759013 0.02295231 0.01059434 0.99799703 0.0229775
 0.21526291 0.         1.         0.88488574 1.         0.85463959
 0.12928624 0.07063314 0.57262352 0.        ]";73551;3;4;It was quite difficult, the words didn't have too many similarities so i had to reach for the amazon, shop combo 
