participant_id;list;block;item;agent;words;clue;count;assoc;guesses;board_dist;rt;quality;difficulty;freetext
4;1;1;0;-;['mass', 'sock', 'kangaroo', 'eye', 'africa', 'carrot', 'kiwi', 'cloak', 'note', 'shadow', 'chest', 'bermuda', 'fork', 'club', 'van', 'drop'];clothe;2;[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1];[];[];40533;1;4;there were red sand grey words that could be easily assosciated which meant i couldnt use them for my link
4;1;1;4;-;['rock', 'cover', 'post', 'crown', 'missile', 'saturn', 'apple', 'centaur', 'stream', 'plastic', 'wind', 'plane', 'nail', 'space', 'hotel', 'figure'];authority;2;[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0];[];[];79851;5;5;This link is more tenous as all the links I wanted to make involved the grey words and i could not easily find a link
4;1;1;3;-;['film', 'glass', 'change', 'triangle', 'ivory', 'pie', 'state', 'web', 'fan', 'wave', 'shakespeare', 'chair', 'hole', 'turkey', 'horn', 'lab'];creation;2;[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0];[];[];57638;5;4;This was also a hard one and i could not find an obvious answer
4;1;1;2;-;['forest', 'table', 'ball', 'train', 'water', 'straw', 'fall', 'bear', 'amazon', 'pole', 'shop', 'berlin', 'mount', 'brush', 'nut', 'washington'];online;2;[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1];[];[];55162;4;3;Using one of the words as a main link and finding something I would assosicate with it
4;1;2;11;RSA-openai;['string', 'wall', 'mouse', 'diamond', 'grass', 'telescope', 'roulette', 'shoe', 'chocolate', 'conductor', 'doctor', 'cap', 'litter', 'atlantis', 'bill', 'platypus'];toe;1;[1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1];['cap'];[];19667;4;3;Cap-toe is  a type of shoe so i thought the link could be literal
4;1;2;17;other-GPT-weighted;['luck', 'witch', 'press', 'heart', 'oil', 'scale', 'slip', 'mint', 'lead', 'bat', 'arm', 'pirate', 'calf', 'pool', 'center', 'mammoth'];core;2;[0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0];['heart', 'center'];[];22431;3;3;I was hoping for the word apple but when i coudlnt find it assumed core meant inside
4;1;2;10;RSA-openai;['helicopter', 'germany', 'belt', 'cricket', 'lemon', 'match', 'whip', 'deck', 'back', 'cold', 'pants', 'cook', 'engine', 'jack', 'swing', 'comic'];prep;3;[0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1];['cook', 'whip', 'lemon'];[];36570;5;5;found this one hard, maybe the prep is for a meal
4;1;2;16;other-GPT-weighted;['march', 'tick', 'mouth', 'superhero', 'cross', 'ring', 'limousine', 'point', 'czech', 'olympus', 'canada', 'ketchup', 'tooth', 'alien', 'fair', 'copper'];one;2;[1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1];['point', 'tick'];[];31691;7;7;This one did not make any sense to me i couldnt see any link
4;1;2;13;RSA-openai;['scorpion', 'field', 'london', 'tablet', 'drill', 'trip', 'alps', 'antarctica', 'undertaker', 'rome', 'soul', 'dance', 'england', 'row', 'genius', 'dwarf'];jump;2;[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1];['dance', 'trip'];[];22989;6;5;couldntn see anything obvious so went with trip to mean leaving the floor, now i feel it may have been trip as in destination 
4;1;2;19;other-GPT-weighted;['disease', 'sink', 'stick', 'piano', 'boot', 'casino', 'port', 'part', 'play', 'mole', 'lock', 'knight', 'hand', 'america', 'orange', 'teacher'];put;5;[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0];['port', 'part', 'play', 'piano', 'teacher'];[];65081;5;5;I connected the clues by going with words that began with P or ended with T
4;1;2;14;RSA-openai;['gas', 'slug', 'glove', 'jet', 'ninja', 'crane', 'concert', 'cotton', 'circle', 'fence', 'charge', 'sound', 'iron', 'laser', 'pupil', 'aztec'];circus;2;[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1];['circle', 'fence'];[];37192;7;6;Circle is simimal to circus and fence is similar to circle
4;1;2;15;other-GPT-weighted;['bell', 'tower', 'organ', 'switch', 'hawk', 'suit', 'rabbit', 'cast', 'mail', 'cycle', 'fighter', 'star', 'bed', 'cat', 'duck', 'revolution'];deer;4;[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1];['hawk', 'cat', 'duck', 'rabbit'];[];26992;5;4;They are all animals
4;1;2;12;RSA-openai;['spell', 'thumb', 'pistol', 'giant', 'paper', 'snow', 'lawyer', 'shark', 'paste', 'ship', 'maple', 'penguin', 'contract', 'staff', 'theater', 'cell'];whaler;2;[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1];['ship', 'shark'];[];12279;3;3;They are all water related
4;1;2;18;other-GPT-weighted;['chick', 'compound', 'ice', 'knife', 'foot', 'pit', 'hood', 'day', 'ray', 'trunk', 'microscope', 'sub', 'code', 'crash', 'gold', 'scientist'];handgun;2;[1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0];['knife', 'crash'];[];21658;5;4;I connected the clues with more violent words
5;1;1;2;-;['forest', 'table', 'ball', 'train', 'water', 'straw', 'fall', 'bear', 'amazon', 'pole', 'shop', 'berlin', 'mount', 'brush', 'nut', 'washington'];store;2;[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1];[];[];73551;3;4;It was quite difficult, the words didn't have too many similarities so i had to reach for the amazon, shop combo 
5;1;1;0;-;['mass', 'sock', 'kangaroo', 'eye', 'africa', 'carrot', 'kiwi', 'cloak', 'note', 'shadow', 'chest', 'bermuda', 'fork', 'club', 'van', 'drop'];akon;2;[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1];[];[];160502;5;7;This one was difficult so i had to go abit abstract - would require some knowledge of who akon is 
5;1;1;4;-;['rock', 'cover', 'post', 'crown', 'missile', 'saturn', 'apple', 'centaur', 'stream', 'plastic', 'wind', 'plane', 'nail', 'space', 'hotel', 'figure'];royal;2;[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0];[];[];108287;5;6;
5;1;1;1;-;['death', 'box', 'vacuum', 'spider', 'war', 'needle', 'pyramid', 'torch', 'moon', 'ground', 'unicorn', 'thief', 'round', 'egypt', 'school', 'lap'];light;2;[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1];[];[];18620;2;3;
